id,university_code,university_name,university_level,branch_name,branch_code,combination_code,amount_student,type_admission,total_score,receive_time,deadline_time,geographic,university_rank
311,DHP,Đại học dân lập Hải Phòng ,Đại học,Quản trị kinh doanh,52340101,A01,186,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
312,DHP,Đại học dân lập Hải Phòng ,Đại học,Quản trị kinh doanh,52340101,D01,186,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
313,DHP,Đại học dân lập Hải Phòng ,Đại học,Quản trị kinh doanh,52340101,D02,186,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
314,DHP,Đại học dân lập Hải Phòng ,Đại học,Quản trị kinh doanh,52340101,D03,186,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
315,DHP,Đại học dân lập Hải Phòng ,Đại học,Quản trị kinh doanh,52340101,D04,186,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
316,DHP,Đại học dân lập Hải Phòng ,Đại học,Công nghệ thông tin,52480201,A00,59,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
317,DHP,Đại học dân lập Hải Phòng ,Đại học,Công nghệ thông tin,52480201,A01,59,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
318,DHP,Đại học dân lập Hải Phòng ,Đại học,Công nghệ thông tin,52480201,D07,59,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
319,DHP,Đại học dân lập Hải Phòng ,Đại học,Công nghệ thông tin,52480201,D08,59,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
320,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật điện - điện tử,52510301,A00,73,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
321,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật điện - điện tử,52510301,A01,73,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
322,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật điện - điện tử,52510301,B00,73,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
323,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật điện - điện tử,52510301,D01,73,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
324,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật môi trường,52510406,A00,82,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
325,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật môi trường,52510406,A01,82,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
326,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật môi trường,52510406,A02,82,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
327,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật môi trường,52510406,B00,82,Kết quả thi THPT QG,16.5,2017-08-13,2017-09-10,Hải Phòng,50
328,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật công trình XD,52580201,A00,84,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
329,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật công trình XD,52580201,A01,84,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
330,DHP,Đại học dân lập Hải Phòng ,Đại học,Kĩ thuật công trình XD,52580201,A04,84,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
331,DHP,Đại học dân lập Hải Phòng ,Đại học,Nông nghiệp,52620101,A00,58,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
332,DHP,Đại học dân lập Hải Phòng ,Đại học,Nông nghiệp,52620101,A01,58,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
333,DHP,Đại học dân lập Hải Phòng ,Đại học,Nông nghiệp,52620101,A02,58,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
334,DHP,Đại học dân lập Hải Phòng ,Đại học,Nông nghiệp,52620101,B00,58,Kết quả thi THPT QG,15.5,2017-08-13,2017-09-10,Hải Phòng,50
335,LCS,Sĩ quan chính trị,Đại học,Giáo dục quốc phòng và an ninh,52140208,A00,19,Kết quả thi THPT QG,16.75,2017-08-13,2017-08-17,Bắc Ninh,40
336,LCS,Sĩ quan chính trị,Đại học,Giáo dục quốc phòng và an ninh,52140208,C00,26,Kết quả thi THPT QG,23.25,2017-08-13,2017-08-17,Bắc Ninh,40
337,LCS,Sĩ quan chính trị,Đại học,Giáo dục quốc phòng và an ninh,52140208,D01,15,Kết quả thi THPT QG,19.75,2017-08-13,2017-08-17,Bắc Ninh,40
